CardID,Responded
C0100104360,F
C0100104439,F
C0100104439,F
C0100104439,F
C0100104609,F
C0100104783,F
C0100105195,F
C0100105195,F
C0100105195,F
C0100105240,F
C0100105326,F
C0100105614,F
C0100105794,F
C0100106118,T
C0100106295,F
C0100106582,T
C0100106582,F
C0100106900,F
C0100107046,F
C0100107046,F
C0100107046,F
C0100107046,F
C0100107248,F
C0100107514,F
C0100107617,F
C0100107880,F
C0100108032,T
C0100108574,F
C0100108852,F
C0100109327,T
C0100109327,F
C0100109388,F
C0100109460,F
C0100109460,F
C0100109530,F
C0100109530,F
C0100109564,F
C0100109701,F
C0100109850,F
C0100109889,F
C0100110150,F
C0100110245,F
C0100110831,F
C0100110831,F
C0100110954,F
C0100111041,F
C0100111492,F
C0100111549,F
C0100111640,F
C0100111980,F
C0100112684,F
C0100112906,F
C0100112949,F
C0100112949,F
C0100112949,F
C0100112955,F
C0100112955,F
C0100113090,F
C0100113395,F
C0100113466,F
C0100113544,F
C0100113544,F
C0100113544,F
C0100113544,F
C0100113616,F
C0100113705,F
C0100113789,F
C0100113887,F
C0100114158,F
C0100114248,F
C0100114487,F
C0100114827,F
C0100114828,F
C0100115071,F
C0100115072,F
C0100115097,F
C0100115097,F
C0100115097,F
C0100115153,F
C0100115245,F
C0100115812,F
C0100115882,F
C0100116844,F
C0100116898,F
C0100117226,F
C0100117330,F
C0100117644,F
C0100117804,F
C0100117952,F
C0100117952,F
C0100118006,F
C0100118035,F
C0100118078,F
C0100118157,T
C0100118454,F
C0100118773,F
C0100118829,F
C0100119247,F
C0100119429,F
C0100119574,F
C0100119990,F
C0100120001,F
C0100120253,F
C0100120343,F
C0100120619,F
C0100120619,F
C0100120955,F
C0100121324,F
C0100121439,F
C0100121855,F
C0100121977,F
C0100121977,F
C0100122073,F
C0100122073,F
C0100122108,F
C0100122230,F
C0100122574,F
C0100122763,F
C0100122837,F
C0100122849,F
C0100123185,F
C0100123301,F
C0100123447,F
C0100123447,F
C0100123696,F
C0100124048,F
C0100124073,F
C0100124073,F
C0100124200,F
C0100124200,F
C0100124200,F
C0100124275,F
C0100124336,F
C0100124719,F
C0100124914,F
C0100125071,F
C0100125250,F
C0100125250,F
C0100125423,F
C0100125853,F
C0100125930,F
C0100126062,F
C0100126148,F
C0100126391,F
C0100126396,F
C0100126477,F
C0100126829,F
C0100126931,F
C0100127232,F
C0100127259,F
C0100127302,F
C0100127416,F
C0100127761,F
C0100127891,F
C0100128003,F
C0100128436,F
C0100128524,F
C0100128776,F
C0100128838,F
C0100128865,F
C0100128865,F
C0100128877,F
C0100129157,F
C0100129157,F
C0100129206,F
C0100129460,F
C0100129953,F
C0100130024,T
C0100130277,F
C0100130378,F
C0100130982,F
C0100131171,F
C0100131171,F
C0100131348,F
C0100131384,F
C0100131884,F
C0100131916,F
C0100131982,F
C0100131982,F
C0100131999,F
C0100132070,F
C0100132227,T
C0100132313,T
C0100132560,F
C0100132621,F
C0100132901,F
C0100132978,F
C0100133007,F
C0100133344,F
C0100133390,F
C0100133449,F
C0100133561,F
C0100133584,T
C0100133869,F
C0100133975,F
C0100134174,F
C0100134279,F
C0100134404,F
C0100134480,F
C0100134659,F
C0100134716,F
C0100134793,T
C0100134815,F
C0100135191,F
C0100135464,F
C0100135502,F
C0100136348,F
C0100136527,F
C0100136596,F
C0100136612,F
C0100136612,F
C0100137022,F
C0100137395,F
C0100137600,F
C0100137960,F
C0100138332,F
C0100138567,F
C0100138868,F
C0100138957,F
C0100138972,F
C0100139277,F
C0100139360,F
C0100139400,F
C0100139484,F
C0100140015,F
C0100140196,F
C0100140207,F
C0100140607,F
C0100140853,F
C0100141297,F
C0100141427,F
C0100141635,F
C0100141719,F
C0100141793,F
C0100141847,F
C0100142087,T
C0100142120,F
C0100142192,F
C0100142422,F
C0100142472,F
C0100142737,F
C0100142858,F
C0100142917,F
C0100143404,F
C0100143421,F
C0100143466,F
C0100143794,F
C0100144128,F
C0100144374,F
C0100144664,F
C0100144757,F
C0100144828,F
C0100144851,F
C0100145383,F
C0100145383,F
C0100145568,F
C0100145679,F
C0100146051,F
C0100146090,F
C0100146278,F
C0100147099,F
C0100147200,F
C0100147340,F
C0100147759,F
C0100147827,F
C0100147881,F
C0100148129,F
C0100148785,F
C0100148878,F
C0100149041,F
C0100149067,F
C0100149290,F
C0100149505,F
C0100149639,F
C0100149670,F
C0100149933,F
C0100150185,F
C0100150239,F
C0100150286,F
C0100150537,F
C0100150858,F
C0100150950,F
C0100151175,F
C0100151449,F
C0100151615,F
C0100151786,F
C0100151826,F
C0100151835,F
C0100151915,F
C0100151915,F
C0100151927,F
C0100151976,F
C0100152170,F
C0100152170,F
C0100152170,F
C0100152215,F
C0100152580,F
C0100153172,F
C0100153172,F
C0100153172,F
C0100153172,F
C0100153371,F
C0100153570,F
C0100153687,F
C0100153750,F
C0100154455,F
C0100154603,F
C0100154603,F
C0100154614,F
C0100154629,F
C0100154658,F
C0100154713,F
C0100154818,T
C0100154818,F
C0100154818,F
C0100155093,F
C0100155224,T
C0100155375,T
C0100155803,F
C0100155907,F
C0100156038,F
C0100156309,F
C0100156449,F
C0100156652,F
C0100156741,F
C0100156934,F
C0100156970,F
C0100157320,F
C0100157391,F
C0100157885,F
C0100157975,F
C0100158058,T
C0100158196,F
C0100158395,F
C0100158599,F
C0100158704,F
C0100158722,F
C0100158850,F
C0100158927,F
C0100158984,F
C0100159242,F
C0100159416,F
C0100159416,F
C0100159626,T
C0100159653,F
C0100159790,F
C0100160143,F
C0100160216,F
C0100160504,F
C0100160556,F
C0100160628,F
C0100160838,T
C0100161182,F
C0100161382,F
C0100161775,F
C0100161808,F
C0100161967,F
C0100162031,F
C0100162122,F
C0100162193,F
C0100162268,F
C0100162336,F
C0100162795,F
C0100162811,F
C0100163035,F
C0100163043,T
C0100163136,F
C0100163164,F
C0100163412,F
C0100163494,F
C0100163551,F
C0100164425,F
C0100164843,F
C0100164855,F
C0100164855,F
C0100164855,F
C0100164898,F
C0100164898,F
C0100165496,F
C0100165500,F
C0100165559,F
C0100166115,F
C0100166183,F
C0100166241,F
C0100166241,F
C0100166567,T
C0100167097,F
C0100167210,F
C0100167267,F
C0100167445,F
C0100167674,F
C0100167674,F
C0100167717,F
C0100167847,F
C0100168020,F
C0100168042,F
C0100168153,F
C0100168209,F
C0100168348,F
C0100168397,F
C0100168397,F
C0100168483,F
C0100168719,F
C0100168910,F
C0100169151,F
C0100169274,F
C0100169447,T
C0100169568,F
C0100169654,F
C0100169707,F
C0100169819,F
C0100169907,F
C0100170507,F
C0100170723,F
C0100170777,F
C0100170971,F
C0100171256,F
C0100171256,F
C0100171256,F
C0100171431,F
C0100171511,F
C0100171559,F
C0100171636,F
C0100171799,F
C0100171799,F
C0100171930,F
C0100171993,F
C0100172388,F
C0100172388,F
C0100172388,F
C0100172388,F
C0100172416,F
C0100172577,F
C0100172663,F
C0100172735,F
C0100172904,F
C0100173119,T
C0100173452,F
C0100173494,F
C0100173612,F
C0100173642,F
C0100173838,F
C0100174129,F
C0100174316,F
C0100174489,F
C0100174700,F
C0100174775,F
C0100175096,F
C0100175154,F
C0100175646,T
C0100175719,F
C0100175833,F
C0100176580,F
C0100177468,F
C0100177589,F
C0100177895,F
C0100178052,F
C0100178085,F
C0100178087,F
C0100178169,T
C0100178540,T
C0100178565,T
C0100178884,F
C0100178931,F
C0100179542,T
C0100179571,F
C0100179831,F
C0100179872,F
C0100180076,F
C0100180100,F
C0100180554,F
C0100180847,F
C0100180956,F
C0100180990,F
C0100181209,F
C0100181352,F
C0100181352,F
C0100181352,F
C0100181514,T
C0100181550,F
C0100181819,F
C0100181832,F
C0100182139,F
C0100182254,F
C0100182478,F
C0100182769,F
C0100182769,F
C0100182929,F
C0100183635,F
C0100183697,F
C0100184693,F
C0100184709,F
C0100184837,F
C0100185956,F
C0100185978,F
C0100186024,F
C0100186094,F
C0100186288,F
C0100186488,F
C0100186841,F
C0100186880,F
C0100186917,F
C0100186969,F
C0100187021,F
C0100187500,F
C0100187683,F
C0100187894,F
C0100188122,F
C0100188542,F
C0100188619,F
C0100188899,F
C0100188991,F
C0100189204,F
C0100189543,F
C0100189722,F
C0100189936,F
C0100190309,F
C0100190581,F
C0100191205,F
C0100191515,F
C0100191683,F
C0100191761,F
C0100191791,F
C0100191828,F
C0100191864,T
C0100192651,F
C0100192811,F
C0100192884,F
C0100193108,F
C0100193394,F
C0100193664,F
C0100193949,F
C0100194010,F
C0100194062,F
C0100194351,F
C0100194772,F
C0100195288,F
C0100195288,F
C0100195580,F
C0100195663,F
C0100195787,F
C0100195787,F
C0100195787,F
C0100195854,F
C0100196285,T
C0100196309,F
C0100196683,F
C0100196694,F
C0100196989,F
C0100197003,F
C0100197285,F
C0100197527,F
C0100197527,F
C0100197745,F
C0100198028,F
C0100198045,F
C0100198077,F
C0100198348,F
C0100198422,F
C0100198751,F
C0100198938,F
C0100199017,F
C0100199266,F
C0100199348,F
C0100199890,F
C0100199962,F
C0100200126,F
C0100200216,F
C0100200216,F
C0100200237,F
C0100200362,F
C0100200508,F
C0100200508,F
C0100200508,F
C0100200679,F
C0100200745,F
C0100200779,F
C0100200842,F
C0100200877,F
C0100200880,F
C0100200897,F
C0100200936,F
C0100201318,F
C0100201521,F
C0100201947,F
C0100202212,F
C0100202261,F
C0100202279,F
C0100202489,F
C0100202591,F
C0100202614,F
C0100202952,T
C0100203124,F
C0100203195,F
C0100203195,F
C0100203238,T
C0100203238,F
C0100203416,F
C0100203586,F
C0100203664,F
C0100203781,F
C0100203869,F
C0100204012,F
C0100204154,F
C0100204303,F
C0100204629,F
C0100205054,F
C0100205222,F
C0100205678,F
C0100205733,F
C0100206045,F
C0100206070,F
C0100206089,F
C0100206172,F
C0100206255,F
C0100206577,F
C0100206626,F
C0100206710,F
C0100206736,T
C0100206808,F
C0100206831,F
C0100206853,F
C0100207155,F
C0100207312,F
C0100207393,F
C0100207585,F
C0100207635,F
C0100207839,F
C0100208018,F
C0100208242,F
C0100208286,F
C0100208425,F
C0100208613,F
C0100208657,F
C0100208834,F
C0100208926,F
C0100209083,F
C0100209549,F
C0100209609,F
C0100209637,F
C0100209692,F
C0100209758,F
C0100210235,F
C0100210305,F
C0100210344,F
C0100210650,F
C0100210810,F
C0100210901,F
C0100211057,F
C0100211199,F
C0100211436,F
C0100211569,F
C0100211569,F
C0100211635,F
C0100211702,T
C0100211906,F
C0100211957,T
C0100212233,F
C0100212329,T
C0100212329,F
C0100212560,F
C0100212569,F
C0100212808,F
C0100213186,F
C0100213710,F
C0100214000,F
C0100214699,F
C0100214862,F
C0100214932,F
C0100214932,F
C0100215146,F
C0100215671,F
C0100215900,F
C0100215900,F
C0100216118,T
C0100216265,F
C0100216364,F
C0100216386,F
C0100216439,F
C0100216462,F
C0100216967,F
C0100217149,F
C0100217640,F
C0100217792,F
C0100217808,T
C0100218040,F
C0100218138,F
C0100218170,F
C0100218189,F
C0100218358,F
C0100218488,F
C0100218608,F
C0100218659,F
C0100218659,F
C0100218826,F
C0100218976,F
C0100219499,F
C0100219550,T
C0100219584,F
C0100219638,F
C0100220135,F
C0100220238,F
C0100220336,F
C0100220496,F
C0100220496,F
C0100220496,F
C0100220551,F
C0100220551,F
C0100220588,F
C0100220707,F
C0100220789,F
C0100221042,F
C0100221042,F
C0100221093,F
C0100221614,F
C0100221929,F
C0100222203,F
C0100222252,F
C0100222612,F
C0100223063,F
C0100223195,F
C0100223261,F
C0100223714,F
C0100223798,F
C0100223889,F
C0100224117,F
C0100224567,F
C0100224741,F
C0100225255,F
C0100225343,T
C0100225477,F
C0100225503,F
C0100225579,F
C0100225672,F
C0100225741,F
C0100225883,T
C0100226005,F
C0100226005,F
C0100226005,F
C0100226140,F
C0100226263,T
C0100226412,F
C0100226507,F
C0100226521,F
C0100226588,F
C0100226698,F
C0100227043,F
C0100227066,F
C0100227138,F
C0100227429,F
C0100229020,F
C0100229041,F
C0100229138,F
C0100229168,F
C0100229289,F
C0100229458,F
C0100229574,T
C0100229740,F
C0100229957,T
C0100230238,F
C0100230238,F
C0100230238,F
C0100230352,F
C0100230352,F
C0100230352,F
C0100230425,F
C0100230610,F
C0100230651,F
C0100231284,F
C0100231292,F
C0100231292,F
C0100231292,F
C0100231292,F
C0100231292,F
C0100231335,T
C0100231527,F
C0100231731,F
C0100231928,F
C0100231935,F
C0100231935,F
C0100231981,F
C0100232190,F
C0100232348,F
C0100232348,F
C0100232584,F
C0100232584,F
C0100232774,F
C0100232862,F
C0100233160,F
C0100233253,F
C0100233340,F
C0100233340,F
C0100233340,F
C0100233340,F
C0100233340,F
C0100233539,F
C0100233809,F
C0100233809,F
C0100234069,F
C0100234329,F
C0100234351,F
C0100234375,T
C0100234423,F
C0100234457,F
C0100234580,F
C0100234744,F
C0100234908,F
C0100235058,T
C0100235058,F
C0100235222,F
C0100235347,F
C0100235388,F
C0100235578,F
C0100235648,F
C0100235833,F
C0100235896,F
C0100236185,F
C0100236185,F
C0100236317,F
C0100236495,T
C0100236546,F
C0100236548,F
C0100236892,F
C0100237211,F
C0100237314,T
C0100237337,F
C0100237337,F
C0100237477,F
C0100237576,F
C0100237947,F
C0100238201,F
C0100238282,F
C0100238282,F
C0100238419,F
C0100238650,F
C0100238829,F
C0100238900,F
C0100238983,F
C0100239102,F
C0100239159,T
C0100239706,T
C0100239759,F
C0100239858,F
C0100240212,F
C0100240212,F
C0100240212,F
C0100240212,F
C0100240294,F
C0100240363,F
C0100240510,F
C0100240599,F
C0100240852,F
C0100240860,F
C0100240860,F
C0100241070,F
C0100241158,F
C0100241220,F
C0100241372,F
C0100241399,F
C0100241533,F
C0100241533,F
C0100241602,F
C0100241653,F
C0100242000,F
C0100242056,F
C0100242465,F
C0100243037,F
C0100243501,F
C0100243787,F
C0100243787,F
C0100243904,F
C0100243986,F
C0100244423,F
C0100244423,F
C0100244662,F
C0100244844,F
C0100244844,F
C0100244981,F
C0100245017,F
C0100245091,F
C0100245218,F
C0100245322,F
C0100245694,F
C0100245838,F
C0100246427,F
C0100246479,F
C0100246610,F
C0100246911,F
C0100247084,F
C0100247234,F
C0100247976,F
C0100248056,F
C0100248187,F
C0100248355,F
C0100248355,F
C0100248355,F
C0100248454,F
C0100248576,T
C0100248576,F
C0100248601,F
C0100248615,F
C0100248643,T
C0100249741,F
C0100249820,F
C0100249837,F
C0100249844,F
C0100250110,F
C0100250365,F
C0100250365,F
C0100250365,F
C0100250365,F
C0100250394,F
C0100250548,F
C0100250625,F
C0100250670,F
C0100251340,F
C0100251363,F
C0100251417,F
C0100251430,F
C0100252295,F
C0100253250,F
C0100253611,F
C0100253891,F
C0100253918,F
C0100254633,F
C0100254832,F
C0100254864,F
C0100255366,F
C0100255366,F
C0100255509,F
C0100255682,F
C0100255790,F
C0100255847,F
C0100255972,F
C0100255972,F
C0100256129,F
C0100256202,T
C0100256393,F
C0100256707,F
C0100256753,F
C0100256849,F
C0100256889,F
C0100257121,F
C0100257232,F
C0100257777,F
C0100257819,F
C0100258313,F
C0100258444,F
C0100258444,F
C0100258444,F
C0100258532,F
C0100259009,F
C0100259679,F
C0100259733,F
C0100259733,F
C0100259733,F
C0100260005,F
C0100260213,F
C0100260838,F
C0100260838,F
C0100261183,F
C0100261314,F
C0100261368,F
C0100261438,F
C0100261505,F
C0100261505,F
C0100261578,F
C0100261625,F
C0100261683,F
C0100261894,F
C0100262262,F
C0100262262,F
C0100262262,F
C0100262317,F
C0100262317,F
C0100262431,F
C0100262558,F
C0100262595,F
C0100262865,F
C0100263019,F
C0100263676,F
C0100263883,F
C0100264023,F
C0100264153,F
C0100264153,F
C0100264153,F
C0100264195,F
C0100264195,F
C0100264365,F
C0100264597,F
C0100264693,F
C0100264693,F
C0100264923,F
C0100265019,F
C0100265211,F
C0100265281,F
C0100265674,F
C0100265744,F
C0100265846,F
C0100266253,F
C0100266472,F
C0100267280,F
C0100267758,F
C0100267770,F
C0100267897,F
C0100268057,F
C0100268245,F
C0100268706,T
C0100269138,T
C0100269256,F
C0100269347,F
C0100269432,F
C0100269432,F
C0100269556,F
C0100269601,F
C0100269601,F
C0100269607,F
C0100269678,F
C0100269860,F
C0100270511,F
C0100270511,F
C0100270744,F
C0100270985,F
C0100270985,F
C0100271413,F
C0100271413,F
C0100271705,F
C0100271820,F
C0100272187,F
C0100272596,F
C0100272920,F
C0100273091,F
C0100273118,F
C0100273654,F
C0100273888,F
C0100274286,F
C0100274530,F
C0100275127,F
C0100275148,F
C0100275203,F
C0100275239,F
C0100275399,F
C0100275738,F
C0100275903,F
C0100276030,F
C0100276208,F
C0100276414,F
C0100277017,F
C0100277163,F
C0100277258,F
C0100277351,F
C0100277438,F
C0100277456,F
C0100277658,F
C0100278061,F
C0100278465,F
C0100278562,F
C0100279151,F
C0100279301,F
C0100279844,F
C0100280016,F
C0100280124,F
C0100280415,F
C0100280484,T
C0100280569,T
C0100280730,F
C0100280763,F
C0100281020,F
C0100281207,F
C0100281288,F
C0100281533,F
C0100281841,F
C0100281983,F
C0100282161,F
C0100282273,F
C0100282382,F
C0100282382,F
C0100282454,F
C0100282971,F
C0100283082,F
C0100283260,F
C0100283300,T
C0100283455,F
C0100283677,F
C0100283825,F
C0100284118,F
C0100284374,T
C0100284630,F
C0100284789,F
C0100284891,F
C0100285303,F
C0100285453,F
C0100285584,F
C0100285670,T
C0100286320,F
C0100286713,F
C0100286745,F
C0100287044,F
C0100287593,F
C0100287617,F
C0100287689,F
C0100288287,T
C0100288357,F
C0100288664,F
C0100288664,F
C0100288797,F
C0100288797,F
C0100289019,F
C0100289312,F
C0100289518,F
C0100290059,F
C0100290401,F
C0100290520,T
C0100290552,F
C0100290946,T
C0100291050,F
C0100291570,F
C0100291676,F
C0100291798,F
C0100291884,F
C0100292253,F
C0100292531,F
C0100293034,F
C0100293391,F
C0100293606,F
C0100293623,F
C0100293854,F
C0100293922,F
C0100294056,F
C0100294160,F
C0100294216,F
C0100294237,F
C0100294363,F
C0100294510,F
C0100294882,F
C0100294905,F
C0100295399,F
C0100295874,F
C0100296059,F
C0100296499,F
C0100296571,F
C0100296727,F
C0100296795,F
C0100296826,F
